261,writing report card soooo tired amazing day check fb soon,positive
262,big brother i done,neutral
263,good news finally finished easactive workout paused hour bad news resistance band torn,neutral
264,well good morning what wonderful day neighborhood thanks following another morning,positive
265,ftsk mercy mercedes amazing tonight always,positive
266,hope ok,positive
267,school done already hurt much seeing every day,positive
268,i waited listening wind blowing tumbleweed are none old enough know someone say crackerack,neutral
269,hell yeah,neutral
270,him shirt dinner do need ask does actually ville,neutral
271,know,neutral
272,huh smelly noooo i love alex vixon,neutral
273,went party last night dindin i showed matching outfit great minds think alike anyway happy birthday ate lara,positive
274,happy b day just woke side earth wish bit late,positive
275,thank teaching value better person day i love so much you re the best mum in the world,positive
276,happy mothers day,positive
277,laugh i glad self confidence wonderful trait i applaud extra loud okay,positive
278,thanks,positive
279,twittering day,neutral
280,getting ready week its nice today stuck inside working,positive
281,i tres depressed,negative
282,felt like behaved like son ate compensate pigged home roasted sugar almond painful tum threw still feel sick,negative
283,happy mothers day people love mom lot still,positive
284,i sorry hear,negative
285,that awesome dude yay surprise celebrity i got meet year ago soooo friendly,positive
286,make happy hear girl talk tweet nba could give nugget love,positive
287,is getting hang twitter,neutral
288,you know neck jacked forced pay parking bc turn head parallel park free space,negative
289,i want back now http bit ly pp wz,neutral
290,going miss roomie we longer roomy starting tomorrow,negative
291,bathing two little angel keyla janice,neutral
292,yep finished chocked full spelling grammatical error i cleaning tomorrow popping hehe,negative
293,hahahha lol true always remember bd never remember date even day,neutral
294,family hanging,neutral
295,watching ellen love dish tanning gorgeous,positive
296,goin hun i worried,negative
297,im bannished i work till,negative
298,morning if i get see i let know right i going go see wolverine,neutral
299,red top tabloid build em knock em,neutral
300,tonight party w girl minus vita,positive
301,made sad i thought jumping joy,neutral
302,simple,neutral
303,the pic i uploaded baby pic cat missy adult pretty little kitty batty kitten heaven,neutral
304,i saw play amazing,positive
305,glad break twitter virginity two,positive
306,dinner fam i missed,negative
307,live that i want more better bound bad egg though soon learn,neutral
308,hell yeah kellynn got twitter finally,neutral
309,i know it worth shot though,positive
310,just opened facebook account i little confused i really get twitter seems much better,positive
311,ship i stuck,negative
312,dustbin baby on at cannot wait x,positive
313,not going dwell it happened passed just shame supportive such life x,negative
314,nan,neutral
315,it look like office tv does get mlb network look like mlbn not televising det bal game today wieters,neutral
316,home empty handed no comic found today i shall indulge cupcake magnolia bakery,neutral
317,laying bed til workkk oh life definitely pinched nerve,negative
318,today busy day exhausting,negative
319,i going go sunday i got much going weekend,neutral
320,sorry hear ur flight got cancelled blow,negative
321,ohh tooth hurt ohh im sad hurt,negative
322,before i get distracted i like thank new follower taking trouble follow and others feelin love,positive
323,u think u bill ha ii finished paying mine i broke,negative
324,not sure say big i jst saw pic u ur last bday you looked pretty i miss,neutral
325,sore throat planning tet outing marwell though good time,neutral
326,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutu,positive
327,day without sleep migraine i thought life postr meant relaxing,negative
328,there,neutral
329,suck,negative
330,whens sway sway winner announced,neutral
331,k check,neutral
332,pretty well wide awake,positive
333,want wake early get coffee tomorrow today going busyy day keep writing booo whoo,neutral
334,i miss daddy mommy,negative
335,my dog officially depressed brother dog gone he want go outside play half heartedly,negative
336,i realized i forward text msg iphone,neutral
337,my frist post off find new car parent exciting,positive
338,argh noo missed the killers wossy that suck missed brandon total failure anyone know repeated must investigate,negative
339,seriously bored without anyone talk tired enough sleep,negative
340,i lost please help find good home,negative
341,it peter gordon morning and i go piece i wanna hide go piece i almost die ever http blip fm yk,neutral
342,ok i got bit bad back lifting drum hardware car downer,negative
343,lmao smh one threw,neutral
344,oh nice going,positive
345,is getting ready work working weekend,neutral
346,gonna celebrate mothers day family gonna start partying tonite,positive
347,agree,positive
348,i computer am hopeless everything else,negative
349,degree gross sky thunderstorm perfect match mood lol,positive
350,nd aww thanks,positive
351,sorry rb ps,negative
352,i saw amazing heeels but big,neutral
353,i stuck finger throat bunch bump tongue throat,negative
354,dang last url went http blip fm aigm,negative
355,ohoh missed ur tweet im gonna stay awake night see announcement time difference,negative
356,damnit that suck you one one i thought i drag back lol,negative
357,bos she moving nyc,neutral
358,sooo crazy fever,negative
359,spending saturday morning taking note research essay stupid recalled book i using not fair,negative
360,i think need new friend,neutral
361,looking forward gig ireland see ya,neutral
362,please review sunehre ad placement http tinyurl com oow mk,positive
363,aww loooove,positive
364,hungry twitter want food,neutral
365,awesome lucky,positive
366,yea know tell everything p send direct message telling haha,neutral
367,haha im jewish love one,positive
368,great time beer garden wit boyos i think sun got bit though feel bit ill,neutral
369,l day matt no fun weekend,negative
370,u really think maybe ur right lol btw phone u using think u told b might app u,neutral
371,i feel pain mine way,negative
372,come home two day,neutral
373,sadly it come one,negative
374,cant wait see boy tomorrow,positive
375,ehhh check i dentist app next week though getting molar pulled root canal,neutral
376,aww i miss driving elmwood,negative
377,omg wango tango awsome i love baby taking,positive
378,version live interactive trans siberian ticket planner launched http tinyurl com c ljwm cool,positive
379,i really wish i could go,positive
380,yeah real hard i know get smile,neutral
381,i december good next big birthday fly sure,negative
382,this made night way funny,positive
383,woo cavs happy mother day,positive
384,i make face i get home mom watching soap,neutral
385,i go work,neutral
386,i believe went got boba without,neutral
387,and today,neutral
388,thanks warm welcome we make plan arrival time air,positive
389,day counting,neutral
390,sorry friend i swamped deadline right family visiting boot no charade,negative
391,brainfreeze,neutral
392,just discovered shortcoming gravity when use twitpic integrated subtract pic url character limit,neutral
393,my sunburn peeling,negative
394,perky purple nail polish perky chipped,neutral
395,http twitpic com sx put camera smoker pit longer vandalize door without caught,neutral
396,laying alone since mook soo comfy f n play pen i thought ill first i one cuddle,negative
397,i hate dentist,negative
398,nothing aimed joining sorry,negative
399,i taking twitter break cell dying,negative
400,qood morninq,neutral
401,writing english original writing storyyyyy listening little respect erasure aaaaaah,neutral
402,need follower,neutral
403,i wish i could get nail done stupid job,negative
404,the little wormy labyrinth sadly passed away today ok he still around happy ghost form aww http twitpic com aim,neutral
405,pant idea could new attempt world wide attract business back airline,neutral
406,have good one,positive
407,yep infact popular miss india talented film actress lot,positive
408,dosen want to go to work tomorrow,negative
409,daniel dsds his voice great,positive
410,o wish birthday massacre would come australia think said thinking tho http tinyurl com p lfch,neutral
411,hoping go red lobster weekend,neutral
412,x atl u mean jack barakat wow u ever gone house hehe mean ur ssoo lucky address,positive
413,i sure hope becomes afternoon,positive
414,mean famous congrats,positive
415,my phone passed away yesterday he jumped table searching new phone,negative
416,i fantastic friend including several one met thanks life amazing people,positive
417,tamlyn wish cool sock draw,positive
418,rice crusty bread chili aawww,neutral
419,we like mind evening dear,neutral
420,come save packing please,neutral
421,yes i love tea if make typically english,positive
422,mouth sure,positive
423,dec de i finally hour history pm i went highschool make homework friend,neutral
424,pancake lemon sugar thanks,positive
425,si bueno i guess i entertain,negative
426,i hunrgy right heel kill i hardly walk,negative
427,electronic key stopped working keyhole cant get car much technology,negative
428,yay three follower good know one person big wide world like fishies,positive
429,name tony hey poor tony,negative
430,goodmorning,positive
431,took shift tomorrow i really feel like working right,negative
432,i love mine happy mother day mom john taylor much love,positive
433,saw black snake garden went back picture gone,neutral
434,http twitpic com wukt we bought ludi rug dogs best,positive
435,no waterfront anymore faccia luna clarendon,negative
436,love mum much happy mothers day wonderful mother,positive
437,slipped caught flu feeling like poop,negative
438,urge play wow wait week til im dad days til mcfly im excited l,positive
439,ok passenger one alive dead know til end cry,negative
440,discovered sharing g reader even know sigh i g reader newb,neutral
441,chilled tonite cannot spew venom write funny seems like style,neutral
442,if u please pray lord know i need,neutral
443,aaaaaw want live usa,neutral
444,morning tweeple,positive
445,hey i get,neutral
446,now hour sleep rest need,positive
447,that make day much better rough one did i mention i love new photo,neutral
448,i want sit home prom night someone hang,negative
449,is heading home foot surgery wishing boyfriend come cuddle,positive
450,concert tonight chackin coming tomorrow,neutral
451,happened i thought coming back today,neutral
452,lol dammit well next time,negative
453,lol ever forget,positive
454,still jealous,negative
455,http twitpic com qv me forever ethan,negative
456,now im sad but im not giving in first i didnt do nothing,negative
457,week mine easy finally,negative
458,wow beautiful picture way i straight wanted let know bella,positive
459,in arch drawing checking mvcc cad degree looks good,positive
460,people pencil sharp sharpened pencil philosophy,neutral
461,go home i usually mr positive one daze well min tomorrow,neutral
462,always lee let go paris,neutral
463,know want come keep company whilst mum friend night nice evening,positive
464,cooking dad lot fun kitchen together,positive
465,bouncing rush make feel nauseous,negative
466,off woolsery morning hopefully see north molton u clinch north devon league title lovely day,positive
467,playing singstar without fave duetter,negative
468,missing bb cereal nut think like every kind available,positive
469,that weird oh drawing,negative
470,just woke mum singing new gn r cd replacement bought im good daughter,positive
471,the bird oh man that not cool i sleep yet night,negative
472,mile go thats ok u radio alwas help,positive
473,my street fighter iv skill lacking beat seth easy,negative
474,fil cool people like,positive
475,good morning work espn sunday night baseball hopefully get rained,positive
476,think honeymoon good life either honey moon joseph arthur,neutral
477,son got stung bug first time little finger slightly swollen,negative
478,hour ago came realised went buy something online,neutral
479,oh referring lil exchange lj regard twitter archive posting,neutral
480,bumping dj opus drunk car lmao don act like u know,negative
481,why kiss foot people kick anything want morning everyone hope best day ever,positive
482,here brief preview http bit ly ehcfp omg james creepy role i scared,negative
483,i missing crab leg attending going away instead,negative
484,hicks mean,negative
485,gettn ready take trip jersey dad good need new heart whoeva see please say prayer dad,negative
486,back soon need run shop cut grass,neutral
487,i i plan transform bedroom today random,neutral
488,home tomorrow did running spinning now time chiropractor laundry shopping visiting family missing nathan,negative
489,thats another sponsor,neutral
490,and u going stuck office without window,negative
491,no sad should make proud,negative
492,sorry try keep,negative
493,home alone doing hw,neutral
494,according quarter family six live poverty,negative
495,plan spend money going well,negative
496,uploading bamboozle picture facebook,neutral
497,congratulation guy finish month early booo,positive
498,actually i wish i back tahoe i miss,negative
499,woke up i wanna stay in my bed,neutral
500,bday june wack ihavent seen promotion bday party someone better finagle asap,negative
501,it would great vips act i enjoy seeing noooo,neutral
502,marie wish i could make i hate commute sometimes,neutral
503,workin long day today hopefully make good tip,positive
504,went quick chance lol,negative
505,hates headache maybe i ready rock,negative
506,thanks support,positive
507,really android twitter app tweetie calibre,neutral
508,good day driving mountain visiting katie eating chip fudge stocking lovely smelling soap,positive
509,nyappy mother day mom,positive
510,yeah im gonna take ur picture ipod baby,neutral
511,traumatizing moment childhood dog massacred baby bunny brother got bb gun,negative
512,lol wish way microsize everything lol,neutral
513,organization itil forget people fail preaching converted it people http tr im kwua,negative
514,libertine um glad enjoyed,positive
515,about dinner evening playing card already packed ready head home tomorrow do go home,neutral
516,im allergic cat tonsil get swollen hurt dooo,negative
517,he say feel mama tucking night he lonely getting tomorrow tough,negative
518,i miss alot one day,negative
519,sound like great night glad successful,positive
520,thanks sharing,positive
521,say mlia instead fml hope find soon,positive
522,garden going well almost corn pea onion beet yet though,positive
523,nah jkin hot bored,neutral
524,ahhh sqeaky clean fresh even though wearing dirty clothes i love two half men amazing,positive
525,yes read many time,neutral
526,cuz play grown twitter,neutral
527,living ignorance,negative
528,nope telling want cameo cream,neutral
529,awwww gonna miss,negative
530,we quite like worthing relaxing place nice coffee shop fresh air many oiks,positive
531,terrible haha new fact cost part what kind spock,neutral
532,today lovely day i fun evening,positive
533,beto pizzeria banksville rd i believe beachview area sorry answer like year later,negative
534,sigh sister bein strange came way copenhagen london phone turned wanna see dammit,negative
535,amazing,positive
536,barbs trying figure dsl aint connecting i need google going home computer start working soon smh,neutral
537,i sick sad missing martini lounge tonight,negative
538,seems really quiet tonight jealous clearly exciting life off bed i think,neutral
539,really wish spare cash buy new punch out wii,negative
540,aw going toronto anymore,negative
541,so sorry hear mom really suck,negative
542,i feel i hope smooth flight be safe mucho amor boston,positive
543,can sleep i watching hgtv i afraid infomercial take,negative
544,i getting family ready kaylee graduation it gonna make sad,negative
545,sweet dream,positive
546,hay wats ur aim chat,neutral
547,okay kool i might touring summer long make happen,neutral
548,in pain big toe got stomped hokey cokeu throbbing anyone suggestion heal,negative
549,time watch op dead like me sleep,neutral
550,having dinner grandma since i mum,neutral
551,haha thanks history invention television influence america lol,positive
552,yea wassup,neutral
553,stupid job idk,negative
554,shopped til dropped come bac sunshine miss u,negative
555,like pic lucky girl,positive
556,thank i anxiety issue year i think i make first couple day i fine,neutral
557,around hour left day weekend i waaaay much work,neutral
558,feeling loved my mom got nikon cool pix birthday,positive
559,attempt somehow extend inner class would close closure find ref atm,neutral
560,yes join u all require cupcake donation,neutral
561,hard time talking new people i pretty sure i make good impression,negative
562,rc haha yup still terrible headache super swollen puffy eye dont think im going today ugh,negative
563,can access site,neutral
564,and sun shinning last,positive
565,we slowest train ever stop everywhere missed quick train minute,negative
566,nup cd either whole bunch zero one free,neutral
567,my graduation day and feel like failure,neutral
568,ops lol wasnt supposed got twitter,neutral
569,i think i ever tierd life ugh goodnight so sleeping tomorrow,negative
570,what u going today girl,neutral
571,doesnt want anymore,negative
572,bad hair day,negative
573,headache,negative
574,sorry guy sign sorry every,negative
575,i okay okay like rest sane population world i hate monday,neutral
576,mozart requiem,neutral
577,think bit love creation wit physically attracted although great style,neutral
578,michael hey thanks another great day i going sleep i chat tomorrow sweet dream,positive
579,i bet cool sr huh it i stopped sweating since noon dad i packing,negative
580,ohshnapsss pissed blair usual hahah yeeeah bake cooky,neutral
581,bueno hollykins need feel better asap p miss done uni soon soproudofyou,neutral
582,http twitpic com v vr cool mother awesome hair style wish happy mother day,positive
583,happy mother day mother,positive
584,my expression watching http tinyurl com eqbwe,neutral
585,stupid bipolar weather ruined day,negative
586,i want tell i think body odour,negative
587,nice beta easports still news online madden,neutral
588,thats pretty bad quality probably worst pic u posted till date,negative
589,i missed call,negative
590,unfortunately u look like no funny people twitter should move fb start flitter,negative
591,came back karaoke eating dinner emily sooooo much fun,positive
592,discrimination bad thing i learned say my child would say i mastered year ago,positive
593,sure talk fabulous part though sorry dear,neutral
594,see sec clip new moon trailer etonline com check big tease though,negative
595,just got back working i feeling pretty good work,positive
596,ahhh my satz blend save,neutral
597,so why matter i bet would great i it love right why go,positive
598,dh finished making giant trio candy bar thank heaven his work mate treat tomorrow,positive
599,my ear popping,neutral
600,working diffusing irritation traffic sure helping mother f always real bad day th help plan stuff,negative
601,i submitted resume day saw answer back oh well,negative
602,catching week lost grey house quiet,neutral
603,i love ryans housewife makes smile,positive
604,sooo i kinda sick n tired b guy dish,negative
605,boo hoping fake alien story tinfoil covered beachball photo,negative
606,hey phillll wazzuppppp,neutral
607,missed westcott micro apollo,negative
608,great buy lunch get pay cut next month,positive
609,finally gone beach yeaaaah,positive
610,ranjan did i ever mention nice awesome dude,positive
611,last weekday nothing school start next week,neutral
612,hello gorgeous girl nice new pic how today,positive
613,ok duet hysterical lol,positive
614,ok turn twitter device update get new battery phone go fully charged dead hour,neutral
615,michelle hot mama chichi grande,neutral
616,either way always tend make followfriday list sweetie rock much,positive
617,one i know like boiled peanut,neutral
618,watched th episode numb r loved throwback first episode using sprinkler theory,positive
619,i sleepy feeling weather ugh these tonsil i need company somebody talk,negative
620,please get cell phone better camera picture real bad quality compared miley took,neutral
621,ichigo she tried carry aswell bless i suppose maybe kid,positive
622,booziest weekend long time good fun though,positive
623,counting hour lost sunshine weekend,negative
624,planning trying call doctor though going well so mostly planning,negative
625,hoooray i hooked already,neutral
626,ok good day,positive
627,i agree everybody would excited go ohhhh nooooo ms screw,neutral
628,edge left contributor list month issue x ffs werd,neutral
629,ooo growl yummy time coming soon huh oh yeah i hunting combo tshirt think i find one no,neutral
630,im back z index problem,negative
631,anyone bored work,negative
632,am hating life moment there many nos delicate little mind take,negative
633,www myspace com fashionisthenextcity check started new tee limited edition different way check facebook group,neutral
634,they husband girl,neutral
635,thinking i vegas any good idea place see,neutral
636,first day summer suck overcast cold summer,negative
637,hi one kiwi artist another kiwi artist,neutral
638,say happy mother day moms http plurk com p stkr,positive
639,oooo ok havent accepted friend request,neutral
640,sorry tweet bgt poor wonderful crazy weird greg fair silly little girl never going cope urgh not fair,negative
642,michele thanks following love good cause,positive
643,not available area i would,negative
644,its friday only hour i free tomorrow oh well,neutral
645,meeting time trying win something prize friday,neutral
646,waiting cramp,negative
647,philosophy final today thank day,positive
648,plan go followed ok,neutral
649,let guess skipped sport bought new pinkish outfit,neutral
650,rain please come,neutral
651,my pleasure,neutral
652,st presentation senior board fml,negative
653,lol know funny ahaha,positive
654,wide awake grouchy,negative
655,thought thing get worse get even worse tonight bet life misery,negative
656,i app,neutral
657,lol hi emmy latin would help study aptitude test get grad school thats wanna take,positive
658,supper tonight kurumi minute,neutral
659,kap but i think cute do every night okay,positive
